article_title_eng,article_eng,article_title_kor,article_kor
Article 22 (Establishment of Presidential Committee for Balanced National Development),"(1) The Presidential Committee for Balanced National Development shall be established under the control of the President to respond to requests for advice by the President on major policies for the efficient promotion of balanced national development. <Amended on Mar. 20, 2018>(2) The Presidential Committee for Balanced National Development shall deliberate on and decide the following matters: <Amended on Jan. 7, 2014; Mar. 20, 2018; Dec. 8, 2020>1. Matters relating to the basic directions of balanced national development and coordination of related policies;2. Matters relating to balanced national development planning;3. Matters relating to sectoral development plans and sectoral action plans;4. Matters relating to the City/Do plan and City/Do action plan;5. Matters relating to the examination, analysis, assessment, and adjustment of balanced national development policies and projects;6. Matters relating to the conclusion and performance of regional development investment agreements;7. Matters relating to managing the special accounts for balanced national development;8. Matters relating to relocating public institutions, etc. to provincial areas and activating innovation cities;9. Matter relating to designating and fostering national innovation clusters;10. Matters relating to mutually beneficial development of the Seoul metropolitan area and provincial areas;11. Matters relating to development and management of an index for balanced national development;12. Matters relating to promoting policies on depopulation regions and support therefor;13. Other necessary matters brought by the Chairperson to the Committee for deliberation concerning balanced national development.(3) Where deemed necessary for effectively implementing matters under the subparagraphs of paragraph (2), the Presidential Committee for Balanced National Development may present its opinion to the head of a relevant central administrative agency and monitor the status of implementation thereof. <Newly Inserted on Jan. 7, 2014; Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009][Title Amended on Mar. 20, 2018]",제22조(국가균형발전위원회의 설치),"① 국가균형발전의 효율적 추진을 위한 관련 중요 정책에 대한 대통령의 자문에 응하기 위하여 대통령 소속으로 국가균형발전위원회를 둔다. <개정 2018. 3. 20.>② 국가균형발전위원회는 다음 각 호의 사항을 심의ㆍ의결한다. <개정 2014. 1. 7., 2018. 3. 20., 2020. 12. 8.>1. 국가균형발전의 기본방향과 관련 정책의 조정에 관한 사항2. 국가균형발전계획에 관한 사항3. 부문별 발전계획안 및 부문별 시행계획에 관한 사항4. 시ㆍ도 계획, 시ㆍ도 시행계획에 관한 사항5. 국가균형발전시책 및 사업의 조사ㆍ분석ㆍ평가ㆍ조정에 관한 사항6. 지역발전투자협약의 체결 및 운영에 관한 사항7. 국가균형발전특별회계의 운용에 관한 사항8. 공공기관 등의 지방이전 및 혁신도시 활성화에 관한 사항9. 국가혁신융복합단지의 지정ㆍ육성에 관한 사항10. 지방과 수도권의 상생 발전에 관한 사항11. 국가균형발전에 대한 지표의 개발ㆍ관리에 관한 사항12. 인구감소지역에 대한 시책추진 및 지원에 관한 사항13. 그 밖에 국가균형발전과 관련하여 필요한 사항으로서 위원장이 회의에 부치는 사항③ 국가균형발전위원회는 제2항 각 호의 사항의 효과적 추진을 위하여 필요하다고 판단되는 경우 관계 중앙행정기관의 장에게 의견을 제시하고, 추진상황을 점검할 수 있다. <신설 2014. 1. 7., 2018. 3. 20.>[전문개정 2009. 4. 22.][제목개정 2018. 3. 20.]"
Article 23 (Organization of Presidential Committee for Balanced National Development),"(1) The Presidential Committee for Balanced National Development shall be comprised of not more than 34 members, including one Chairperson, and its members shall be comprised of ex officio members and commissioned members. <Amended on Jan. 7, 2014; Jul. 26, 2017; Mar. 20, 2018>(2) Ex officio members shall be the Minister of Economy and Finance, the Minister of Education, the Minister of Science and ICT, the Minister of the Interior and Safety, the Minister of Culture, Sports and Tourism, the Minister of Agriculture, Food and Rural Affairs, the Minister of Trade, Industry and Energy, the Minister of Health and Welfare, the Minister of Environment, the Minister of Gender Equality and Family, the Minister of Land, Infrastructure and Transport, the Minister of Oceans and Fisheries, the Minister of SMEs and Startups, representatives of consultative councils under Article 165 (1) 1 and 3 of the Local Autonomy Act and the heads of other central administrative agencies prescribed by Presidential Decree. <Amended on Mar. 23, 2013; Jan. 7, 2014; Nov. 19, 2014; Jul. 26, 2017; Mar. 20, 2018>(3) Commissioned members shall be selected by the President, from among the following persons: <Amended on Mar. 20, 2018>1. A person recommended by the representative of the consultative body under Article 165 of the Local Autonomy Act;2. A person with the competent knowledge and experience in balanced national development.(4) The Chairperson shall be commissioned by the President from among commissioned members.(5) The number of commissioned members shall not exceed 20, and the majority of them shall maintain their domiciles in an area other than the Seoul metropolitan area for at least one year as at the date of commissioning.(6) The term of office of commissioned members shall be two years and they may be recommissioned consecutively: Provided, That the term of office of members newly commissioned due to the resignation of other members, etc. shall be the remaining term of office of the predecessor.(7) The Presidential Committee for Balanced National Development shall have one executive secretary, who shall be the head of the Executive Office of Presidential Committee for Balanced National Development under Article 26. <Amended on Mar. 20, 2018>(8) Matters necessary for organizing, operating, etc. of the Presidential Committee for Balanced National Development shall be prescribed by Presidential Decree. <Amended on Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009]",제23조(조직),"① 국가균형발전위원회는 위원장 1명을 포함한 34명 이내의 위원으로 구성하며 위원은 당연직위원과 위촉위원으로 구성한다. <개정 2014. 1. 7., 2017. 7. 26., 2018. 3. 20.>② 당연직위원은 기획재정부장관, 교육부장관, 과학기술정보통신부장관, 행정안전부장관, 문화체육관광부장관, 농림축산식품부장관, 산업통상자원부장관, 보건복지부장관, 환경부장관, 여성가족부장관, 국토교통부장관, 해양수산부장관, 중소벤처기업부장관, 「지방자치법」 제165조제1항제1호 및 제3호에 따른 협의체의 대표자, 그 밖에 대통령령으로 정하는 중앙행정기관의 장으로 한다. <개정 2013. 3. 23., 2014. 1. 7., 2014. 11. 19., 2017. 7. 26., 2018. 3. 20.>③ 위촉위원은 다음 각 호의 어느 하나에 해당하는 자 중에서 대통령이 위촉하는 자로 한다. <개정 2018. 3. 20.>1. 「지방자치법」 제165조에 따른 협의체의 대표자가 추천한 자2. 국가균형발전에 관한 학식과 경험이 풍부한 자④ 위원장은 위촉위원 중에서 대통령이 위촉한다.⑤ 위촉위원은 20명 이내로 하며, 위촉위원의 과반수는 위촉일 현재 1년 이상 수도권이 아닌 지역에 주소를 둔 자이어야 한다.⑥ 위촉위원의 임기는 2년으로 하며 연임할 수 있다. 다만, 위원의 사임 등으로 인하여 새로 위촉된 위원의 임기는 전임위원 임기의 남은 기간으로 한다.⑦ 국가균형발전위원회에 간사 1명을 두며, 간사는 제26조에 따른 국가균형발전기획단의 단장이 된다. <개정 2018. 3. 20.>⑧ 국가균형발전위원회의 구성ㆍ운영 등에 필요한 사항은 대통령령으로 정한다. <개정 2018. 3. 20.>[전문개정 2009. 4. 22.]"
Article 24 (Cooperation of Relevant Institutions),"(1) If necessary to carry out its duties, the Presidential Committee for Balanced National Development may require relevant public officials or experts to attend its meetings and present their opinions, or require relevant institutions, corporations, organizations, etc. to provide necessary cooperation, such as submitting materials and presenting opinions. <Amended on Mar. 20, 2018>(2) The Mayor/Do Governor may propose their opinions concerning important policies for balanced national development to the Presidential Committee for Balanced National Development. In such cases, the Presidential Committee for Balanced National Development shall respect such opinions proposed. <Newly Inserted on Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009][Title Amended on Mar. 20, 2018]",제24조(관계기관 등의 협조),"① 국가균형발전위원회는 그 직무를 수행하기 위하여 필요하면 관계 공무원이나 관계 전문가를 위원회에 참석하게 하여 의견을 듣거나, 관계기관ㆍ법인ㆍ단체 등에 대하여 자료 및 의견의 제출 등 필요한 협조를 요청할 수 있다. <개정 2018. 3. 20.>② 시ㆍ도지사는 국가균형발전을 위한 중요 정책에 관한 의견을 국가균형발전위원회에 제시할 수 있다. 이 경우 국가균형발전위원회는 제시된 의견을 존중하여야 한다. <신설 2018. 3. 20.>[전문개정 2009. 4. 22.][제목개정 2018. 3. 20.]"
Article 25 (Requests for Dispatch of Executive Officers and Employees),"(1) When necessary for performing its duties, the Presidential Committee for Balanced National Development may require any relevant administrative agency or relevant institution, corporation, organization, etc. to dispatch its public officials or executive officers and employees or to have them concurrently hold an office. <Amended on Mar. 20, 2018>(2) When necessary for performing its duties, the Presidential Committee for Balanced National Development may employ experts in related fields as public officials in a fixed-term position under Article 26-5 of the State Public Officials Act. <Amended on Dec. 11, 2012; Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009]",제25조(임직원의 파견요청 등),"① 국가균형발전위원회는 그 업무를 수행하기 위하여 필요하면 관계 행정기관 소속의 공무원 및 관계기관ㆍ법인ㆍ단체 등에 임직원의 파견 또는 겸임을 요청할 수 있다. <개정 2018. 3. 20.>② 국가균형발전위원회는 그 업무를 수행하기 위하여 필요하면 관련 분야의 전문가를 「국가공무원법」 제26조의5에 따른 임기제공무원으로 둘 수 있다. <개정 2012. 12. 11., 2018. 3. 20.>[전문개정 2009. 4. 22.]"
Article 26 (Executive Office of Presidential Committee for Balanced National Development),"(1) The Executive Office of Presidential Committee for Balanced National Development shall be established under the authority of the Presidential Committee for Balanced National Development to handle the administrative affairs of the Presidential Committee for Balanced National Development. <Amended on Mar. 20, 2018>(2) Matters necessary for organizing and operating the Executive Office of Presidential Committee for Balanced National Development shall be prescribed by Presidential Decree. <Amended on Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009][Title Amended on Mar. 20, 2018]",제26조(국가균형발전기획단),① 국가균형발전위원회의 사무를 처리하기 위하여 국가균형발전위원회 소속으로 국가균형발전기획단을 둔다. <개정 2018. 3. 20.>② 국가균형발전기획단의 구성과 운영에 필요한 사항은 대통령령으로 정한다. <개정 2018. 3. 20.>[전문개정 2009. 4. 22.][제목개정 2018. 3. 20.]
Article 27 (Supporting Bureau for Presidential Committee for Balanced National Development Affairs),"(1) A Supporting Bureau for Presidential Committee for Balanced National Development may be established under the control of the relevant central administrative agency including the Ministry of Trade, Industry and Energy (hereinafter referred to as ""Supporting Bureau""); and a Supporting Team for Presidential Committee for Balanced National Development under the control of central administrative agencies (including agencies under the control of the President and agencies under the control of the Prime Minister) that do not have the Supporting Bureau for Presidential Committee for Balance National Development to support the affairs of the Executive Office of Presidential Committee for Balanced National Development and to assist Mayor/Do Governor in efficiently formulating and implementing City/Do plans for each economic region. <Amended on Mar. 23, 2013; Jan. 7, 2014; Mar. 20, 2018>(2) The Supporting Bureau shall prepare an annual report under Article 21 after consultations with relevant central administrative agencies and the Presidential Committee for Balanced National Development, etc. <Amended on Mar. 20, 2018>(3) Matters necessary for organizing and operating the Supporting Bureau shall be prescribed by Presidential Decree.[This Article Wholly Amended on Apr. 22, 2009][Title Amended on Mar. 20, 2018]",제27조(국가균형발전지원단 등),"① 국가균형발전기획단의 업무를 지원하고, 시ㆍ도지사가 시ㆍ도 계획을 효과적으로 수립ㆍ시행할 수 있도록 산업통상자원부 등 관계 중앙행정기관에 국가균형발전지원단(이하 “지원단”이라 한다)을, 국가균형발전지원단이 설치되지 아니한 중앙행정기관(대통령 소속 기관 및 국무총리 소속 기관을 포함한다)에 국가균형발전지원팀을 둘 수 있다. <개정 2013. 3. 23., 2014. 1. 7., 2018. 3. 20.>② 지원단은 관계 중앙행정기관 및 국가균형발전위원회 등과의 협의를 거쳐 제21조에 따른 연차보고서를 작성하여야 한다. <개정 2018. 3. 20.>③ 지원단의 구성과 운영에 필요한 사항은 대통령령으로 정한다.[전문개정 2009. 4. 22.][제목개정 2018. 3. 20.]"
Article 28 (City/Do Regional Innovation Council),"(1) In order to consult the following matters, the Mayor/Do Governor may establish a City/Do regional innovation council under the control of the Mayor/Do Governor (hereinafter referred to as ""City/Do council""). In such case, the City/Do council shall submit the deliberation results to the Presidential Committee for Balanced National Development: <Amended on Dec. 8, 2020>1. Matters relating to establishing City/Do plans and City/Do action plans;2. Matters relating to establishing long-term strategies on fostering regional industries and enterprises of the competent City/Do;3. Matters relating to implementing balanced national development policies which the competent City/Do promotes;4. Matters relating to assessing and improving the operating system of policies for promotion of activation of regional economy which are promoted under Article 11 by the competent City/Do;5. Matters relating to development of depopulation regions within the competent City/Do;6. Matters relating to designation and fostering of the competent national innovation clusters;7. Matters submitted by the chairperson of the City/Do council.(2) The Mayor/Governor shall establish the City/Do regional innovation office for supporting the policies of balanced national development of the competent City/Do and the deliberation of the City/Do council under the subparagraphs of paragraph (1) under the authority of the Mayor/Do Governor.(3) Except as provided in paragraphs (1) and (2), matters necessary for organization, operation, etc. of the City/Do council and the City/Do regional innovation office other shall be prescribed by Presidential Decree.[This Article Newly Inserted on Mar. 20, 2018]",제28조(시ㆍ도 지역혁신협의회 등),① 시ㆍ도지사는 다음 각 호의 사항을 심의하기 위하여 시ㆍ도지사 소속으로 시ㆍ도 지역혁신협의회(이하 “시ㆍ도협의회”라 한다)를 둔다. 이 경우 시ㆍ도협의회는 심의결과를 국가균형발전위원회에 제출하여야 한다. <개정 2020. 12. 8.>1. 시ㆍ도 계획 및 시ㆍ도 시행계획의 수립에 관한 사항2. 관할 시ㆍ도 지역 산업ㆍ기업의 육성 등에 대한 중장기 전략 수립에 관한 사항3. 관할 시ㆍ도가 추진하는 국가균형발전시책의 시행에 관한 사항4. 관할 시ㆍ도에서 제11조에 따라 추진하는 지역경제 활성화 촉진 시책 운영체계에 대한 평가 및 개선에 관한 사항5. 관할 시ㆍ도 내 인구감소지역의 발전에 관한 사항6. 관할 국가혁신융복합단지의 지정과 육성에 관한 사항7. 그 밖에 시ㆍ도협의회의 장이 부의하는 사항② 시ㆍ도지사는 관할 시ㆍ도의 국가균형발전시책 및 제1항 각 호에 따른 시ㆍ도협의회의 심의를 지원하기 위하여 시ㆍ도지사 소속으로 시ㆍ도 지역혁신지원단을 둔다.③ 제1항 및 제2항 이외에 시ㆍ도협의회와 시ㆍ도 지역혁신지원단의 구성ㆍ운영 등에 필요한 사항은 대통령령으로 정한다.[본조신설 2018. 3. 20.]
Article 29 (Si/Gun/Gu Regional Innovation Council),"(1) In order to consult on and coordinate important matters related to the implementation of policies for balanced national development, development of depopulation regions, regional innovation, etc. which are promoted by the competent Si/Gun/Gu, the head of a Si/Gun/Gu may establish a Si/Gun/Gu regional innovation council. <Amended on Jan. 7, 2014; Mar. 20, 2018; Dec. 8, 2020>(2) Matters necessary for organizing, operating, etc. the Si/Gun/Gu regional innovation council prescribed in paragraph (1) shall be prescribed by Presidential Decree. <Amended on Jan. 7, 2014; Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009][Title Amended on Mar. 20, 2018]",제29조(시ㆍ군ㆍ구 지역혁신협의회),"① 시장ㆍ군수ㆍ구청장은 관할 시ㆍ군ㆍ구가 추진하는 국가균형발전시책의 시행, 인구감소지역의 발전 및 지역혁신 등과 관련된 중요 사항의 협의ㆍ조정 등을 위하여 시ㆍ군ㆍ구 지역혁신협의회를 둘 수 있다. <개정 2014. 1. 7., 2018. 3. 20., 2020. 12. 8.>② 제1항에 따른 시ㆍ군ㆍ구 지역혁신협의회의 구성, 운영 등에 필요한 사항은 대통령령으로 정한다. <개정 2014. 1. 7., 2018. 3. 20.>[전문개정 2009. 4. 22.][제목개정 2018. 3. 20.]"
CHAPTER V SPECIAL ACCOUNTS FOR BALANCED NATIONAL DEVELOPMENT,,제5장 국가균형발전특별회계,
Article 30 (Establishment of Special Accounts for Balanced National Development),"In order to efficiently pursue the projects related to a balanced national development plan, special accounts for balanced national development (hereinafter referred to as ""Accounts"") shall be established.[This Article Wholly Amended on Mar. 20, 2018]",제30조(국가균형발전특별회계의 설치),국가균형발전계획과 관련 사업을 효율적으로 추진하기 위하여 국가균형발전특별회계(이하 “회계”라 한다)를 설치한다.[전문개정 2018. 3. 20.]
Article 31 (Management and Operation of Accounts),"(1) The Accounts shall be managed and operated by the Minister of Economy and Finance.(2) A separate budget for the Accounts may be set up for each organization in central administrative agencies.(3) Matters necessary for allocation, operation of funds, and settlement of expenditures budget, and management and operation of the Accounts shall be prescribed by Presidential Decree. <Newly Inserted on Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009]",제31조(회계의 관리ㆍ운용),"① 회계는 기획재정부장관이 관리ㆍ운용한다.② 회계의 예산은 중앙행정기관의 조직별로 구분할 수 있다.③ 세출예산의 배정ㆍ자금운영ㆍ결산, 그 밖에 회계의 관리ㆍ운용에 필요한 사항은 대통령령으로 정한다. <신설 2018. 3. 20.>[전문개정 2009. 4. 22.]"
Article 32 (Division of Accounts),"The Accounts shall be divided into the local autonomous account, the local support account, the Jeju Special Self-Governing Province account and Sejong Special Self-Governing City account. <Amended on Jan. 7, 2014; Jan. 28, 2014; Mar. 20, 2018>[This Article Wholly Amended on Apr. 22, 2009]",제32조(계정의 구분),"회계는 지역자율계정, 지역지원계정, 제주특별자치도계정 및 세종특별자치시계정으로 구분한다. <개정 2014. 1. 7., 2014. 1. 28., 2018. 3. 20.>[전문개정 2009. 4. 22.]"
Article 33 (Property Belonging to Accounts),"(1) The following land shall be classified as property belonging to the local support account of the Accounts: <Amended on Jan. 7, 2014; Mar. 20, 2018>1. Land acquired as payment in kind in lieu of development charges under the Restitution of Development Gains Act;2. Land purchased by the State under Articles 122 and 123 of the National Land Planning and Utilization Act;3. Other land attributed to the Accounts as property belonging thereto under other Acts.(2) Notwithstanding the provisions of Article 31 (1), the property of the accounts under paragraph (1) shall be managed and operated by the heads of relevant central administrative agencies.(3) The heads of relevant central administrative agencies under paragraph (2) may lease (including lending for free), or exchange, transfer, sell, or otherwise dispose of the property belonging to the accounts under paragraph (1), as prescribed by Presidential Decree.[This Article Wholly Amended on Apr. 22, 2009]",제33조(소속 재산),"① 다음 각 호의 토지는 회계의 지역지원계정 소속의 재산으로 한다. <개정 2014. 1. 7., 2018. 3. 20.>1. 「개발이익환수에 관한 법률」에 따라 개발부담금으로 물납(物納)받은 토지2. 「국토의 계획 및 이용에 관한 법률」 제122조 및 제123조에 따라 국가가 매수한 토지3. 그 밖에 다른 법률에 따라 회계의 재산으로 귀속되는 토지② 관계 중앙행정기관의 장은 제31조제1항에도 불구하고 제1항에 따른 회계의 재산을 관리ㆍ운용한다.③ 제2항에 따른 관계 중앙행정기관의 장은 제1항에 따른 회계의 재산을 대통령령으로 정하는 바에 따라 임대[사용대차(使用貸借)를 포함한다]하거나 교환ㆍ양여ㆍ매각 등의 처분을 할 수 있다.[전문개정 2009. 4. 22.]"
Article 34 (Revenues and Expenditures of Local Autonomous Account),"(1) The revenues of the local autonomous account of the Accounts shall be as follows: <Amended on Jan. 7, 2014; Jan. 28, 2014; Mar. 11, 2014; Mar. 20, 2018>1. The amount equivalent to 40/100 of the liquor tax under the Liquor Tax Act;2. Over-concentration charges attributed to the Accounts under Article 16 of the Seoul Metropolitan Area Readjustment Planning Act;3. Development charges attributed to the Accounts under Article 4 (1) of the Restitution of Development Gains Act;4. Fund transferred to the Accounts under Articles 4 (2) 4, 4-2 (2) 3, and 5 (2) 5 of the Act on the Special Account for Agriculture and Fisheries Structure Adjustment;5. Deposits from the public capital management fund under the Public Capital Management Fund Act;6. Fund transferred from general accounts or other special accounts;7. Fund transferred from the local support account, the Jeju Special Self-Governing Province account and the Sejong Special Self-Governing City account of the Accounts;8. Principal and interest of loans under paragraph (2) 7;9. Fund transferred under Article 36;10. Temporary loans under Article 37 (1);11. Surplus remaining after the settlement of accounts of the preceding year under Article 45;12. Other incomes attributed to the Accounts under other Acts.(2) Expenditures from the local autonomous account of the Accounts shall be as follows: <Amended on Jul. 23, 2010; May 19, 2011; May 23, 2012; Jan. 7, 2014; Jan. 28, 2014; Jun. 3, 2014; Mar. 20, 2018>1. Subsidization for the following projects undertaken by local governments:(a) Projects related to the expansion of living infrastructure of the basic living zone and which are also development projects in growth promotion areas, areas of special concern, rural areas, areas that require enhancement of urban vitality, etc., conducted by integrating the following matters:(i) Matters relating to specialized development plans of fishing villages under the Islands Development Promotion Act;(ii) Matters relating to fostering small local towns under the Act on the Assistance to the Development of Small Local Towns;(iii) Matters relating to development border areas under the Special Act on Support for Border Area;(iv) Matters relating to rearrangement of the living environments of agricultural and fishing villages, creation of country-side villages, and development of water for domestic and agricultural use in agricultural villages under the Agricultural and Fishing Villages Improvement Act;(v) Matters relating to the development of agricultural and fishing villages under the Special Act on Quality Improvement of Life of Farmers and Fishers and Development Promotion of Agricultural and Fishing Villages;(vi) Matters relating to development of fishing villages under the Fishing Villages and Fishery Harbors Act;(vii) Matters relating to regional development projects under the Regional Development Assistance Act;(viii) Matters relating to improvement of urban environments under the Act on the Improvement of Urban Areas and Residential Environments;(ix) Matters relating to development of mountain areas under the Framework Act on Forestry and the Forestry and Mountain Villages Development Promotion Act;(x) Matters relating to development of local water supply systems under the Water Supply and Waterworks Installation Act;(xi) Matters relating to plans on specialized development of fishing villages under the Special Act on Support for Specialized Development of Fishing Villages;(b) Projects related to the expansion and improvement of local infrastructure;(c) Projects related to the development and expansion of regional cultural, artistic, athletic and tourism resources;(d) Projects for the creation of industrial infrastructure, such as expansion of regional logistics and distribution infrastructure;(e) Projects for the development and utilization of local specialties unique to a region;(f) Other projects subsidized by local governments, excluding the ones prescribed by Presidential Decree;2. Expenses incurred in conducting research and survey projects to facilitate balanced national development;3. Redemption of the principal and interest of deposits from the public capital management fund under the Public Capital Management Fund Act;4. Redemption of the principal and interest of temporary loans under Article 37 (1);5. Expenses incurred in managing and operating the account;6. Fund transferred to the local support account, the Jeju Special Self-Governing Province account, and the Sejong Special Self-Governing City account of the Accounts;7. Other support for expenses incurred in undertaking projects related to balanced national development as prescribed by Presidential Decree, by means of loans, etc.(3) Matters necessary for the objects and conditions of loans and the procedures therefor under paragraph (2) 7 shall be prescribed by Presidential Decree.[This Article Wholly Amended on Apr. 22, 2009][Title Amended on Mar. 20, 2018]",제34조(지역자율계정의 세입과 세출),"① 회계의 지역자율계정의 세입은 다음 각 호와 같다. <개정 2014. 1. 7., 2014. 1. 28., 2014. 3. 11., 2018. 3. 20.>1. 「주세법」에 따른 주세의 100분의 402. 「수도권정비계획법」 제16조에 따라 회계에 귀속되는 과밀부담금3. 「개발이익환수에 관한 법률」 제4조제1항에 따라 회계에 귀속되는 개발부담금4. 「농어촌구조개선 특별회계법」 제4조제2항제4호, 제4조의2제2항제3호 및 제5조제2항제5호에 따라 회계로 전입되는 전입금5. 「공공자금관리기금법」에 따른 공공자금관리기금으로부터의 예수금(豫受金)6. 일반회계 또는 다른 특별회계로부터의 전입금7. 회계의 지역지원계정, 제주특별자치도계정 및 세종특별자치시계정으로부터의 전입금8. 제2항제7호에 따른 융자금의 원리금9. 제36조에 따른 전입금10. 제37조제1항에 따른 일시차입금11. 제45조에 따른 전년도 결산상 잉여금12. 그 밖에 다른 법률에 따라 회계로 귀속되는 수입금② 회계의 지역자율계정의 세출은 다음 각 호와 같다. <개정 2010. 7. 23., 2011. 5. 19., 2012. 5. 23., 2014. 1. 7., 2014. 1. 28., 2014. 6. 3., 2018. 3. 20.>1. 지방자치단체의 다음 각 목의 사업에 대한 보조가. 성장촉진지역, 특수상황지역, 농산어촌 및 도시활력증진지역 등의 개발사업으로서 다음 각각의 사항을 통합하여 실시하는 기초생활권 생활기반의 확충과 관련한 사업(1) 「도서개발 촉진법」에 따른 도서 개발에 관한 사항(2) 「지방소도읍육성 지원법」에 따른 지방소도읍 육성에 관한 사항(3) 「접경지역 지원 특별법」에 따른 접경지역 개발에 관한 사항(4) 「농어촌정비법」에 따른 농어촌생활환경 정비, 전원마을 조성, 농촌농업생활용수 개발에 관한 사항(5) 「농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법」에 따른 농어촌 개발에 관한 사항(6) 「어촌ㆍ어항법」에 따른 어촌 개발에 관한 사항(7) 「지역 개발 및 지원에 관한 법률」에 따른 지역개발사업에 관한 사항(8) 「도시 및 주거환경정비법」에 따른 도시환경 개선에 관한 사항(9) 「산림기본법」과 「임업 및 산촌 진흥촉진에 관한 법률」에 따른 산촌 개발에 관한 사항(10) 「수도법」에 따른 지방상수도 개발에 관한 사항(11) 「어촌특화발전 지원 특별법」에 따른 어촌특화발전계획에 관한 사항나. 지역사회기반시설의 확충 및 개선 관련 사업다. 지역의 문화ㆍ예술ㆍ체육 및 관광자원의 개발 및 확충 관련 사업라. 지역의 물류ㆍ유통기반 확충 등 산업기반 조성 등에 관한 사업마. 지역의 특성 있는 향토자원의 개발 및 활용에 관한 사업바. 그 밖에 대통령령으로 정하는 사업을 제외한 지방자치단체의 보조사업2. 국가균형발전을 촉진하기 위한 조사ㆍ연구사업에 필요한 경비3. 「공공자금관리기금법」에 따른 공공자금관리기금으로부터의 예수금의 원리금 상환4. 제37조제1항에 따른 일시차입금의 원리금 상환5. 계정의 관리ㆍ운영에 필요한 경비6. 회계의 지역지원계정, 제주특별자치도계정 및 세종특별자치시계정으로의 전출금7. 그 밖에 국가균형발전에 관하여 대통령령으로 정하는 사업에의 자금의 융자 등 필요한 경비의 지원③ 제2항제7호에 따른 융자의 대상ㆍ조건 및 절차에 관하여 필요한 사항은 대통령령으로 정한다.[전문개정 2009. 4. 22.][제목개정 2018. 3. 20.]"
